1144 1149 1154 1159 1164 1169 1174 1179 1184 1189 1194 1199 1204 1209 1214 1219 1224 1229 1234 1239 1244 1249 1254 1259 1264 1269 1274 1279 1300 1305 1310 1315 1320 1325 1330 1335 1340 1345 1350 1355 1360 1365 1370 1375 1380 1385 1390 1395 1400 1405 1410 1415 1420 1425 1430 1435 1440
4.826953304568269e-06 4.726098627792039e-06 4.802767655600277e-06 4.87419180956977e-06 4.964235078086507e-06 5.1442018917277e-06 5.095619967571945e-06 5.267322283157862e-06 5.3232156410986035e-06 5.227142032595549e-06 5.484418021801497e-06 5.3644799220225335e-06 5.474155295664886e-06 5.514761971447599e-06 5.45897435346759e-06 5.558038309115584e-06 5.6103866810685664e-06 5.7033185132297406e-06 5.717646447393382e-06 5.6769475263277065e-06 5.577078878977831e-06 5.62791847255597e-06 5.550813376598515e-06 5.6384295624751545e-06 5.827292408314611e-06 5.80956531074804e-06 5.8186123461532005e-06 5.77450300694612e-06 5.68157996267985e-06 5.726435134968273e-06 5.660079320195987e-06 5.873531784629113e-06 5.888241802055832e-06 5.736161633914317e-06 5.947087750201536e-06 6.133264805547258e-06 6.085848904956918e-06 6.0008097265454055e-06 6.089373009739326e-06 6.086799999194351e-06 5.890974926030692e-06 6.138417598028168e-06 6.215315089221631e-06 6.061185717218217e-06 5.99136301504676e-06 6.096957177684289e-06 5.955648529966507e-06 5.886045550056513e-06 6.041895399986605e-06 5.848200144963847e-06 6.02981982543316e-06 5.852283955097168e-06 5.939790675637222e-06 5.791067820867826e-06 5.824981363223738e-06 5.977376614437041e-06 5.7361483842247816e-06
4.832785146208332e-06 4.768012196893791e-06 4.828354535594036e-06 4.8919651940661445e-06 5.007349367422022e-06 5.139086477174745e-06 5.121950078753464e-06 5.267401739676873e-06 5.341009484046791e-06 5.239232951849393e-06 5.488458576246655e-06 5.392646987663651e-06 5.532204245722985e-06 5.592036945529911e-06 5.565179438338899e-06 5.660495530605216e-06 5.721719887712391e-06 5.736850938259814e-06 5.762402645119744e-06 5.722434770115096e-06 5.619108511568417e-06 5.669726477481416e-06 5.60460129217439e-06 5.655865819126575e-06 5.87988703159305e-06 5.8224226446062875e-06 5.790529369437315e-06 5.7717087066636895e-06 5.741153032360273e-06 5.6664245869895485e-06 5.592676533483875e-06 5.859896660481455e-06 5.896919320706291e-06 5.784639429534471e-06 5.97706759753309e-06 6.113813857203594e-06 6.112286686270656e-06 6.007829743189888e-06 6.0862200771438035e-06 6.163214493022031e-06 6.018826228355584e-06 6.246362011909969e-06 6.307127180326669e-06 6.214295669368664e-06 6.173819508909136e-06 6.269086999385343e-06 6.15499968928573e-06 6.0211284325871925e-06 6.220235477857901e-06 6.025402667471724e-06 6.16982097036222e-06 5.983707126912043e-06 6.030506076433471e-06 5.8796252484757374e-06 5.887674600385106e-06 6.0470156823941894e-06 5.850787629564895e-06
4.851343139169134e-06 4.820781345480103e-06 4.861617707652687e-06 4.914697139539206e-06 5.052720926257398e-06 5.144286341456495e-06 5.1552925461088965e-06 5.2695293044994755e-06 5.368254685154567e-06 5.271228087189978e-06 5.502115662579956e-06 5.404312035204201e-06 5.5499994623561005e-06 5.6289519848646395e-06 5.600445490948306e-06 5.7092084429947515e-06 5.766742076196498e-06 5.745074468869515e-06 5.779042976550828e-06 5.750298412904633e-06 5.675836924388812e-06 5.7042054652213375e-06 5.685223727705431e-06 5.7004647339147005e-06 5.924153029783517e-06 5.844991826747518e-06 5.764140515790329e-06 5.771946464734059e-06 5.795625420210954e-06 5.654265815094163e-06 5.60653643374085e-06 5.873058785201237e-06 5.941069640180847e-06 5.8485177676832555e-06 5.98392119266385e-06 6.086563600497924e-06 6.128092060217049e-06 6.002367351551911e-06 6.097644451504164e-06 6.219827368993837e-06 6.135286372392051e-06 6.3172270115797814e-06 6.384749643579123e-06 6.3148222019169865e-06 6.331932749955321e-06 6.417336532999287e-06 6.335465490374254e-06 6.15545390277852e-06 6.328905206331765e-06 6.151640837432207e-06 6.2508687234259135e-06 6.076461783627072e-06 6.096722787246982e-06 5.96229330819682e-06 5.97322331393986e-06 6.129946496461027e-06 5.955434430330224e-06
4.896195912805271e-06 4.888546893368998e-06 4.911476732421293e-06 4.9507607910575684e-06 5.109047774538401e-06 5.165123568964831e-06 5.214295786714401e-06 5.2835399617974975e-06 5.411516509323072e-06 5.330164733343111e-06 5.52489231157843e-06 5.430310143791446e-06 5.557408148599171e-06 5.644564213989267e-06 5.61791686490444e-06 5.73621460617049e-06 5.8063287431403385e-06 5.76198192808021e-06 5.7945824037281e-06 5.801515374872593e-06 5.76276244860237e-06 5.7417645214897665e-06 5.7802334938288925e-06 5.7421277957403845e-06 5.9546943589984765e-06 5.857729429809628e-06 5.7416758188321436e-06 5.791041667988909e-06 5.8488914644553695e-06 5.666606572077282e-06 5.659400595364482e-06 5.901272898015527e-06 6.002924917387196e-06 5.929962750765826e-06 5.972764684092911e-06 6.070408983809509e-06 6.150593823465099e-06 6.015601347641837e-06 6.124174541812275e-06 6.284593800642025e-06 6.272320260782925e-06 6.370528158980483e-06 6.454674044819944e-06 6.397085574573518e-06 6.4762716792613745e-06 6.5542935939976236e-06 6.513535413410186e-06 6.311234629951839e-06 6.417028393019746e-06 6.270458789802383e-06 6.322598849316896e-06 6.156609498526125e-06 6.1737136435653525e-06 6.079814281933131e-06 6.08939231425341e-06 6.238120272482922e-06 6.067366505328322e-06
4.9634542750200495e-06 4.977069411149086e-06 4.980706004838058e-06 5.019086370321041e-06 5.17607032814048e-06 5.208973146888543e-06 5.301971374283231e-06 5.312639026441333e-06 5.460967617737626e-06 5.404834043412833e-06 5.550093408157794e-06 5.47553651523024e-06 5.5694682443409225e-06 5.639532625804228e-06 5.6361327918943255e-06 5.745704249713805e-06 5.856841075340787e-06 5.7934620696046714e-06 5.818575056076445e-06 5.8817199018395825e-06 5.869660003350782e-06 5.783505890346205e-06 5.86482073443802e-06 5.766169179125587e-06 5.963804925922044e-06 5.864623129348637e-06 5.739236957563417e-06 5.837348107881843e-06 5.89932294672693e-06 5.709051421958719e-06 5.739996917473032e-06 5.934752142984602e-06 6.0657600948283956e-06 6.0219302505628425e-06 5.955758144617048e-06 6.080290329602698e-06 6.187757512019031e-06 6.058584826746884e-06 6.171290943558365e-06 6.360976301123588e-06 6.411119581560534e-06 6.40827512318498e-06 6.4870974377672315e-06 6.447679432444272e-06 6.579829810251464e-06 6.642872304617578e-06 6.651748459247088e-06 6.470913305740415e-06 6.487581220147021e-06 6.379819129587604e-06 6.398229010987958e-06 6.233801472875138e-06 6.26024981124099e-06 6.224695008315165e-06 6.226225627488438e-06 6.350336847743889e-06 6.176341026011568e-06
5.040714475226722e-06 5.089466308402214e-06 5.071578419061073e-06 5.129164974616161e-06 5.256486869434364e-06 5.275582546703747e-06 5.410371280642618e-06 5.361626702756672e-06 5.50495745061107e-06 5.482451795155053e-06 5.569219372815953e-06 5.535961735862703e-06 5.594844443389645e-06 5.634186048463412e-06 5.673551911056287e-06 5.755970609253488e-06 5.921370285809529e-06 5.835415416207716e-06 5.8520667219113585e-06 5.9687943548100735e-06 5.9745218272609715e-06 5.831047723438622e-06 5.929950729362193e-06 5.781509696272493e-06 5.967444684927881e-06 5.888561741683238e-06 5.77106583926698e-06 5.90519003337028e-06 5.957277777378545e-06 5.78023308586677e-06 5.830051469907356e-06 5.963820981470908e-06 6.121593955900912e-06 6.120620695413351e-06 5.957044674013382e-06 6.12617144442968e-06 6.246147929493089e-06 6.129138755622568e-06 6.2419240281514984e-06 6.460171028526172e-06 6.535398894376021e-06 6.444349876022527e-06 6.489164495833478e-06 6.478857199429681e-06 6.646913046444451e-06 6.684501413846212e-06 6.74744991765768e-06 6.624018213649128e-06 6.560849604223507e-06 6.48876617254746e-06 6.491198564652029e-06 6.332913279909234e-06 6.355334359556091e-06 6.380572798769049e-06 6.37086255814532e-06 6.44920086222411e-06 6.284024001461915e-06
5.120966539428044e-06 5.214312107066958e-06 5.1847802178409305e-06 5.268111979857868e-06 5.351484497315135e-06 5.361265204038214e-06 5.521640464551704e-06 5.4298289569047384e-06 5.536740609652049e-06 5.556861655755554e-06 5.580403469308683e-06 5.603214246818328e-06 5.627941378081103e-06 5.650273397396869e-06 5.72304631092469e-06 5.780120406735842e-06 5.977795634867054e-06 5.875241479640845e-06 5.880319863095466e-06 6.021862027142008e-06 6.051190760065213e-06 5.873500901517023e-06 5.976576758481479e-06 5.8067755668612035e-06 5.98474946192565e-06 5.94520966319013e-06 5.8380143292243405e-06 5.976030864334855e-06 6.032509366463505e-06 5.880389157642295e-06 5.927748728484025e-06 5.999210892192685e-06 6.181359476658914e-06 6.2338690828149685e-06 5.995530529036871e-06 6.206050381533147e-06 6.329023272862152e-06 6.228572781903884e-06 6.3365105629677e-06 6.580696990059959e-06 6.634913807420559e-06 6.484227062616121e-06 6.493598381619291e-06 6.505738219833611e-06 6.687930564676573e-06 6.694781909732265e-06 6.806979784958877e-06 6.759724921018151e-06 6.642570386515747e-06 6.595494550704638e-06 6.584287118227967e-06 6.4565966033785405e-06 6.447431670168195e-06 6.522265185028631e-06 6.509513363487541e-06 6.535893751221909e-06 6.3973155747815485e-06
5.2054936973329135e-06 5.337699397761068e-06 5.3190301688839335e-06 5.416465260797682e-06 5.46074811051267e-06 5.4608394894271975e-06 5.6236382700162045e-06 5.5098255409404065e-06 5.565353357392887e-06 5.6321952694457525e-06 5.598930217830622e-06 5.674517452272177e-06 5.667855892648568e-06 5.696844154101613e-06 5.769774207153488e-06 5.815455580505973e-06 6.003113457407163e-06 5.900435870758396e-06 5.888606376271243e-06 6.019862022097727e-06 6.085445870375381e-06 5.900436738553521e-06 6.0075435413825725e-06 5.8526504653089376e-06 6.02589951474979e-06 6.032346374896436e-06 5.927545981218272e-06 6.030172982904425e-06 6.1259108883561195e-06 6.006992999587147e-06 6.044399300119675e-06 6.0643586293043005e-06 6.264052429690517e-06 6.376530650589508e-06 6.081006976803127e-06 6.31634164249391e-06 6.433805468707657e-06 6.3622238451079355e-06 6.451564212888631e-06 6.7080566566162975e-06 6.71235285519018e-06 6.530855445189097e-06 6.528064190857159e-06 6.541728087515475e-06 6.714862984130144e-06 6.699587879116115e-06 6.834455512171055e-06 6.870090669442125e-06 6.72701107203177e-06 6.690967266565192e-06 6.651043022194024e-06 6.5863193895797135e-06 6.5243247193340325e-06 6.63394228872798e-06 6.640111305442093e-06 6.627542101071976e-06 6.519640500586083e-06
5.2947402286036915e-06 5.455221393243793e-06 5.466696166110426e-06 5.562298969722724e-06 5.575068634721119e-06 5.565152538240467e-06 5.716455694062501e-06 5.59417566981332e-06 5.610460968186799e-06 5.722286203380948e-06 5.649585644099171e-06 5.7558790435947185e-06 5.722853024735742e-06 5.7628753382300995e-06 5.811062526118002e-06 5.844404423013764e-06 5.991601163687475e-06 5.902821611921898e-06 5.87757046990544e-06 5.978342174370253e-06 6.082578589888032e-06 5.9149647211956734e-06 6.028441261032694e-06 5.915856078654908e-06 6.086231882682554e-06 6.133915583108948e-06 6.0246350380409305e-06 6.059511583587521e-06 6.230974125664355e-06 6.157466961330938e-06 6.196346823867866e-06 6.175587173461327e-06 6.381971943455845e-06 6.554701442751351e-06 6.217494066571858e-06 6.456504811188517e-06 6.543147068151165e-06 6.52157937698326e-06 6.5822053036131e-06 6.819576462605814e-06 6.775776254511019e-06 6.591317200252058e-06 6.598967042510516e-06 6.592250157587565e-06 6.7337103832268105e-06 6.719565816275764e-06 6.830744894957964e-06 6.945016685365947e-06 6.797565394542118e-06 6.757218402828079e-06 6.675686409134744e-06 6.697057638737792e-06 6.584192629695705e-06 6.714335002849987e-06 6.77103835217575e-06 6.739446460581325e-06 6.646331008676903e-06
