940 945 950 955 960 965 970 975 980 985 990 995 1000 1005 1010 1015 1020 1025 1030 1035 1040 1045 1050 1055 1060 1065 1070 1075 1080 1100 1105 1110 1115 1120 1125 1130 1135 1140 1145 1150 1155 1160 1165 1170 1175 1180 1185 1190 1195 1200 1205 1210 1215 1220 1225 1230 1235
5.583646073615585e-06 5.636188264653633e-06 5.819573412007806e-06 5.9865993903309986e-06 6.055626352076982e-06 6.186321902252724e-06 6.3080390733143765e-06 6.290253693349971e-06 6.317597104361507e-06 6.236919923342619e-06 6.270802419093386e-06 6.257033772028576e-06 6.200803119668265e-06 6.193914152651588e-06 6.138096059114906e-06 6.39386493994055e-06 6.4011072675974655e-06 6.643921570003765e-06 6.7894969423933165e-06 6.9107057368882684e-06 7.232951772093151e-06 7.116491871692283e-06 7.36901710524815e-06 7.231311701445723e-06 7.413981129775107e-06 7.418907325120726e-06 7.609404922733623e-06 7.4112662437279e-06 7.657892207485989e-06 7.373682298215236e-06 7.5679589450350475e-06 7.833604357847715e-06 7.997542427090869e-06 8.146860756663152e-06 8.000332730727615e-06 8.175277881069945e-06 8.23147504798901e-06 8.306577604206777e-06 8.45696721491463e-06 8.490849015702015e-06 8.417801114124075e-06 8.487995352078764e-06 8.364090806026691e-06 8.040576836188613e-06 7.930111775518139e-06 7.772596467909679e-06 7.90090052137628e-06 7.74564772208241e-06 7.578820346558034e-06 7.5060103975890616e-06 7.4947917830938955e-06 7.543702079296651e-06 7.471607692042432e-06 7.508719336560592e-06 7.499172248627243e-06 7.63384831442239e-06 7.71325270283411e-06
5.620577566817471e-06 5.735217545335687e-06 5.858988720918839e-06 5.9684953459917545e-06 6.111882257935994e-06 6.17785468128496e-06 6.3261658327081715e-06 6.2943528566293035e-06 6.257358224803022e-06 6.205771188808566e-06 6.265911938325616e-06 6.248199951428062e-06 6.209068243746503e-06 6.248487031718017e-06 6.208684526796421e-06 6.483320123849705e-06 6.494638807828608e-06 6.736809403036839e-06 6.908416577917167e-06 7.030742480629083e-06 7.275665651224528e-06 7.147134952437079e-06 7.328056954384482e-06 7.237224833833263e-06 7.368029918312056e-06 7.432793048379475e-06 7.531609162820287e-06 7.479760973098431e-06 7.632199814909055e-06 7.622413871634437e-06 7.696528384378713e-06 7.960250805576755e-06 8.094388634455057e-06 8.289062244104622e-06 8.110601208824582e-06 8.26947776891376e-06 8.226613386943135e-06 8.249119055057894e-06 8.3749967421698e-06 8.358696343424417e-06 8.271488848781612e-06 8.38019466094409e-06 8.247480631798838e-06 7.971853826785418e-06 7.84803820469991e-06 7.716329093838672e-06 7.830654113172769e-06 7.6505437533385e-06 7.54695339469878e-06 7.505333737274324e-06 7.504613783751174e-06 7.632121320187267e-06 7.610524815908947e-06 7.634367746156652e-06 7.532787078005191e-06 7.639964276285594e-06 7.778838518474757e-06
5.674367452030464e-06 5.784187831674925e-06 5.85174337347954e-06 5.944718477688085e-06 6.098601163347903e-06 6.1211527217790855e-06 6.2702588367203576e-06 6.246237732106524e-06 6.1992714750303704e-06 6.1667053828897565e-06 6.2643862734028465e-06 6.243550743439576e-06 6.241064888667767e-06 6.352644828439675e-06 6.320648901813812e-06 6.621487360784907e-06 6.605042687064191e-06 6.816337280287902e-06 6.995731498433485e-06 7.114717916087673e-06 7.289512162558434e-06 7.1702060796935126e-06 7.279481609580675e-06 7.250127000433982e-06 7.34881051905891e-06 7.4559950439224445e-06 7.4712187898218126e-06 7.52344033624409e-06 7.6286480632231005e-06 7.876077963119337e-06 7.780814238243988e-06 8.011284391984487e-06 8.134991479273923e-06 8.30443127083321e-06 8.141163702863655e-06 8.2870789897588e-06 8.198460357530273e-06 8.157027856195139e-06 8.249171345214745e-06 8.237677663186643e-06 8.136661453884285e-06 8.24903406524119e-06 8.131212699402644e-06 7.903729657032938e-06 7.790834414193387e-06 7.728266954592317e-06 7.80576733147733e-06 7.619596603907555e-06 7.614942442641728e-06 7.589211184774994e-06 7.5670240687026886e-06 7.723862973286354e-06 7.753098844544407e-06 7.76040997294991e-06 7.5882990076847865e-06 7.679158831461608e-06 7.868615137753079e-06
5.734546324568135e-06 5.8050195126410565e-06 5.82161217559437e-06 5.911241201818667e-06 6.0488077006183095e-06 6.030615225942684e-06 6.160923480170887e-06 6.166161645000131e-06 6.154155660571443e-06 6.133826863014237e-06 6.26443085672066e-06 6.262486033110464e-06 6.310672208141224e-06 6.493872228132203e-06 6.46649483378649e-06 6.7891917092742545e-06 6.72376395863049e-06 6.8915994088907794e-06 7.053711315758729e-06 7.1941988610913335e-06 7.282002101739212e-06 7.1887887494730555e-06 7.224862927890026e-06 7.271314670591449e-06 7.339535636561065e-06 7.482725779513843e-06 7.4262545165983e-06 7.570024211694572e-06 7.664930902674737e-06 8.132564648615153e-06 7.842501002998205e-06 8.0386092139104e-06 8.14434142277566e-06 8.225112912030618e-06 8.135975909451747e-06 8.259454490475506e-06 8.164553058935544e-06 8.0408246219751e-06 8.089060194904198e-06 8.097985588467843e-06 7.979137136706104e-06 8.104265471074403e-06 8.01353137018061e-06 7.82504979622611e-06 7.767320298977188e-06 7.763775462665305e-06 7.793779366498192e-06 7.6241174309712625e-06 7.729143865842425e-06 7.713552729595164e-06 7.668390167011262e-06 7.814390460672812e-06 7.88675540599472e-06 7.865239232278922e-06 7.645338388143702e-06 7.733958922440597e-06 7.982475759373008e-06
5.76741367726917e-06 5.809155620340883e-06 5.788910798117905e-06 5.872356654238792e-06 5.98566753714881e-06 5.928833040669342e-06 6.043283247182457e-06 6.077374871153007e-06 6.128480931552743e-06 6.120688287342901e-06 6.2600608400813844e-06 6.316401737545475e-06 6.419707955869995e-06 6.645857846125973e-06 6.635097685277632e-06 6.946812192002252e-06 6.825369334920259e-06 6.954211357001186e-06 7.075077552456407e-06 7.26501277946588e-06 7.254276767856618e-06 7.216117657700563e-06 7.199802128597292e-06 7.3006376956936675e-06 7.340682057967319e-06 7.509155174998141e-06 7.419862427318082e-06 7.618468902765518e-06 7.716194272448465e-06 8.31589383859989e-06 7.890427703112434e-06 8.040675993997503e-06 8.123262128887234e-06 8.066729269222564e-06 8.097049009500203e-06 8.198249601119883e-06 8.124958863355661e-06 7.9161210877807e-06 7.925835046264854e-06 7.953889528961691e-06 7.812351804138365e-06 7.963777003234597e-06 7.908760202210541e-06 7.757711258905902e-06 7.772782236168077e-06 7.810627561990199e-06 7.778390627731858e-06 7.660100943064767e-06 7.842332553035035e-06 7.835914651007884e-06 7.793602489945788e-06 7.906348981115588e-06 7.988716130156988e-06 7.937825402980807e-06 7.709164733404532e-06 7.804881254860154e-06 8.09119033479866e-06
5.761185244685914e-06 5.815474726057364e-06 5.761895675620242e-06 5.8363177306477965e-06 5.936862839024639e-06 5.840231505254261e-06 5.955858403915479e-06 6.012086452864255e-06 6.122835076145528e-06 6.13405961244263e-06 6.261263690975075e-06 6.396790731450799e-06 6.545993387786877e-06 6.785796411360686e-06 6.812602143930974e-06 7.074731960687917e-06 6.908735111814357e-06 7.017700708118886e-06 7.094280512133057e-06 7.31792304488315e-06 7.229736928460694e-06 7.262613189044133e-06 7.225888482390271e-06 7.331461534198525e-06 7.355317713259603e-06 7.54027964145707e-06 7.458870716706578e-06 7.648406851199022e-06 7.740634035092314e-06 8.387056764729074e-06 7.951481989692415e-06 8.028991152640956e-06 8.081470246104176e-06 7.899787263598969e-06 8.040964002399746e-06 8.126091990182896e-06 8.078392782196936e-06 7.796777680523326e-06 7.791418026860388e-06 7.833759423475822e-06 7.663104427603117e-06 7.832493059913026e-06 7.81298324497668e-06 7.709348674886496e-06 7.783961351789416e-06 7.853719093671022e-06 7.74605216697139e-06 7.693930305920111e-06 7.916148908979384e-06 7.925658416199862e-06 7.917788390983915e-06 8.006429980676297e-06 8.05732252421734e-06 7.995963482727266e-06 7.792342657105163e-06 7.89901529334799e-06 8.173778794299122e-06
5.734316914892967e-06 5.818730550700073e-06 5.726524306649476e-06 5.810630706163064e-06 5.912633280750136e-06 5.78284392440171e-06 5.899370417950876e-06 5.984051943019649e-06 6.141516341717453e-06 6.179503651284378e-06 6.286395000219489e-06 6.482408294610951e-06 6.6657734297892135e-06 6.896782011031774e-06 6.974235039891109e-06 7.173104218896076e-06 6.989462554633218e-06 7.095305201888261e-06 7.142986716718744e-06 7.338220837256841e-06 7.22728540041121e-06 7.318083101585624e-06 7.295748626972373e-06 7.348530587748875e-06 7.390341477332991e-06 7.577082114453547e-06 7.529393204333969e-06 7.639547424550898e-06 7.723212633100985e-06 8.350381970592696e-06 8.01864817670159e-06 7.999449799033193e-06 8.013386054601497e-06 7.782527416883947e-06 7.987272648930649e-06 8.053170661886128e-06 8.013087430001533e-06 7.690742939578092e-06 7.701500800006036e-06 7.765393412779427e-06 7.571132485610611e-06 7.722548519093744e-06 7.726431948222743e-06 7.67633134656596e-06 7.787048889242794e-06 7.888458798518011e-06 7.707724169505997e-06 7.706712556714163e-06 7.950563315686596e-06 7.987084572566732e-06 8.020688315040618e-06 8.11529627254331e-06 8.1004211019189e-06 8.061878515270748e-06 7.902501345192288e-06 8.015117635151274e-06 8.228810432133813e-06
5.7124431402272004e-06 5.806601915791858e-06 5.685192315438125e-06 5.796951726942608e-06 5.906424839194963e-06 5.762663688239755e-06 5.871602853760819e-06 5.988864945747843e-06 6.184362348271311e-06 6.257163581165909e-06 6.339452156016083e-06 6.561170587636101e-06 6.769661724303918e-06 6.972030727432395e-06 7.097290671241214e-06 7.249247488974576e-06 7.083327400103923e-06 7.191082674271103e-06 7.228890234391285e-06 7.336300219745821e-06 7.256796111699682e-06 7.370241116264185e-06 7.374998300240192e-06 7.336588504368093e-06 7.437592901765323e-06 7.611398309349473e-06 7.599445871247306e-06 7.597386259114107e-06 7.677647662883288e-06 8.250599219363613e-06 8.063008557365363e-06 7.946426364709363e-06 7.921944307187018e-06 7.73077113301115e-06 7.955820330372478e-06 7.986651951120156e-06 7.919218451614428e-06 7.604771535237018e-06 7.655811341552642e-06 7.743485464232585e-06 7.544961398689947e-06 7.644620035170278e-06 7.655876754501067e-06 7.657189710204836e-06 7.778251808307635e-06 7.91411387757025e-06 7.679563055409501e-06 7.712564136438969e-06 7.96318627002087e-06 8.037783112200932e-06 8.090405227192604e-06 8.229861510067563e-06 8.137374553757129e-06 8.144932547490094e-06 8.030437453535667e-06 8.132611430151412e-06 8.262691674928704e-06
5.7017861247839386e-06 5.783063861622857e-06 5.669006470700523e-06 5.79293430246079e-06 5.90116023927081e-06 5.77125745255122e-06 5.8834859419608846e-06 6.021865176061479e-06 6.24809874354031e-06 6.364056448389163e-06 6.419300452046447e-06 6.6391148054571936e-06 6.850417936683768e-06 7.015626208278232e-06 7.178316759293944e-06 7.3066087280273e-06 7.191015224404424e-06 7.297913828953123e-06 7.334273022029684e-06 7.3397559356237436e-06 7.324513122171568e-06 7.4154548574997025e-06 7.432340141750569e-06 7.297325102157143e-06 7.469380873636571e-06 7.626290807718887e-06 7.635742672366031e-06 7.541935186913647e-06 7.627701337665139e-06 8.135716522929872e-06 8.068084256102598e-06 7.8787776922063e-06 7.827188009840447e-06 7.723624050916749e-06 7.949095650759861e-06 7.925482804343484e-06 7.806096694502707e-06 7.5507677998546016e-06 7.645715888688841e-06 7.7410618318254e-06 7.553985636609036e-06 7.595205486460042e-06 7.607751071915371e-06 7.658672622557546e-06 7.76781354745155e-06 7.939789413518681e-06 7.674461827026357e-06 7.735531835714956e-06 7.968799455969087e-06 8.088041429924056e-06 8.125993808505578e-06 8.33871856630648e-06 8.192274614070237e-06 8.232623588208008e-06 8.145891605863183e-06 8.221827256765465e-06 8.273824150652695e-06
