1420 1425 1430 1435 1440 1445 1450 1455 1460 1465 1470 1475 1480 1485 1490 1495 1500 1505 1510 1515 1520 1525 1530 1535 1540 1545 1550 1555 1560 1565 1570 1575 1580 1585 1590 1612 1617 1622 1627 1632 1637 1642 1647 1652 1657 1662 1667 1672 1677 1682 1687 1692 1697 1702 1707 1712 1717 1722 1727 1732 1737 1742 1747 1752 1757 1762 1767 1772 1777 1782
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6.497258568791246e-06 6.491063428376999e-06 6.566528830763758e-06 6.471687856892203e-06 6.4854748048774995e-06 6.462362344951857e-06 6.492906856654052e-06 6.538472173938741e-06 6.5536887936029044e-06 6.501875782706194e-06 6.4385090678833895e-06 6.356870321219442e-06 6.339623026784341e-06 6.337774862885127e-06 6.3116151585994e-06 6.346948939889629e-06 6.366868084995987e-06 6.403242953157892e-06 6.3279756623569975e-06 6.286401422465753e-06 6.541916111270427e-06 6.264219295844373e-06 6.48337989618684e-06 6.801337977215897e-06 6.636857360975733e-06 6.591060780485619e-06 6.79336450802228e-06 6.801835578535904e-06 6.8387136939944004e-06 6.790818582248349e-06 6.731535181785103e-06 6.854693342676351e-06 7.001349348643176e-06 6.911046804349994e-06 6.838951852662026e-06 7.03651741918185e-06 7.198229219741921e-06 7.114363779581053e-06 7.151637028168e-06 7.427177342471516e-06 7.1814687027479385e-06 7.062356169889119e-06 7.185873300230531e-06 7.067441964087623e-06 7.165063539831546e-06 7.095399679019336e-06 7.209007722802987e-06 7.2428431137647856e-06 7.084579090223305e-06 7.124952698029135e-06 7.170285707614153e-06 7.1580385495060775e-06 7.372065196939433e-06 7.253165894516039e-06 7.069902325269239e-06 7.060896592017108e-06 7.103514748329784e-06 7.207758080044464e-06 7.231559765527988e-06 7.044999449613121e-06 7.116419685355167e-06 7.0183514424340386e-06 6.964688251842836e-06 7.106348829836593e-06 7.031212155964529e-06 6.980644825368149e-06 7.143147056739684e-06 7.0903856815556654e-06 7.3082544211290545e-06 7.076680138343147e-06
6.610767655634128e-06 6.634347591741121e-06 6.709411138908549e-06 6.60529249489356e-06 6.5980391636603215e-06 6.5853785496615205e-06 6.612044743077677e-06 6.657683937387628e-06 6.663476484340587e-06 6.643474333985107e-06 6.574077623882682e-06 6.5270033798064025e-06 6.413641118146423e-06 6.4303053846623714e-06 6.40380842958879e-06 6.451973619501958e-06 6.411498212146835e-06 6.435060954515532e-06 6.32270614774437e-06 6.343674724096456e-06 6.593440649024441e-06 6.332519066300734e-06 6.520504498369328e-06 6.856422603524596e-06 6.743219491631213e-06 6.638982796459463e-06 6.82244146998847e-06 6.841017319480116e-06 6.863245821457188e-06 6.9083565470954875e-06 6.84776299682452e-06 6.9289517699410866e-06 7.0962096696098325e-06 7.022847306995494e-06 6.893459236623304e-06 7.155392503098354e-06 7.287563862039495e-06 7.215681609926633e-06 7.250119056645873e-06 7.57826529627234e-06 7.365913953371739e-06 7.195778278679896e-06 7.326258507758171e-06 7.236136691448976e-06 7.333962175090903e-06 7.194408903815991e-06 7.29852464487998e-06 7.387788041879183e-06 7.1998096222860604e-06 7.2579009231608715e-06 7.3389005093140665e-06 7.203274644120321e-06 7.455079574953411e-06 7.373467878200021e-06 7.26282658398358e-06 7.247025889534258e-06 7.241469755816079e-06 7.372494774101261e-06 7.320392813038868e-06 7.181819355364777e-06 7.171917997211996e-06 7.091004120906731e-06 7.032312207221338e-06 7.1343051244210465e-06 7.117078837603936e-06 7.010512655817397e-06 7.204435371772757e-06 7.092545852262184e-06 7.3303227334997335e-06 7.154458350141588e-06
6.688710671866715e-06 6.758149515968702e-06 6.806757223145702e-06 6.693703220786752e-06 6.6894089857745165e-06 6.71047598319794e-06 6.73191163589599e-06 6.728283450373453e-06 6.7437778859150826e-06 6.749296069473032e-06 6.670565747299716e-06 6.653309635765451e-06 6.476004116518454e-06 6.538728553955858e-06 6.4978051973955584e-06 6.554921295450878e-06 6.480112397974656e-06 6.4945364960199295e-06 6.3644561524804735e-06 6.4332066245061166e-06 6.637610870107239e-06 6.40583362953383e-06 6.557742256569741e-06 6.882561325797657e-06 6.807506395013594e-06 6.681402157734691e-06 6.84653728021315e-06 6.858866025238073e-06 6.880737519002231e-06 7.001985838414334e-06 6.9556240497778425e-06 6.982600577434162e-06 7.17464615973779e-06 7.097765970601412e-06 6.909888969579381e-06 7.264271686351407e-06 7.3421971688190526e-06 7.28258490764124e-06 7.344065986915124e-06 7.693661577413831e-06 7.5378815457763274e-06 7.301041110318007e-06 7.462375262523941e-06 7.391588171408145e-06 7.4927953928985595e-06 7.294766978773074e-06 7.384079492099716e-06 7.499168444730048e-06 7.3155057253028964e-06 7.409895840215455e-06 7.490441897147298e-06 7.249539686978934e-06 7.510430955773323e-06 7.496913519294246e-06 7.456915952609825e-06 7.410294054462476e-06 7.349344522682728e-06 7.470018844502936e-06 7.431201312322544e-06 7.281471891413154e-06 7.215239295140198e-06 7.146165567303086e-06 7.141915264772683e-06 7.192498951478605e-06 7.199310935891159e-06 7.0616617469139575e-06 7.285100793731536e-06 7.185087678829349e-06 7.400628778595033e-06 7.316408801786413e-06
6.765983719091157e-06 6.871452815282042e-06 6.898590504703037e-06 6.788448189123666e-06 6.784927689936463e-06 6.83965997504799e-06 6.864890869727952e-06 6.7962622772284955e-06 6.832390881428169e-06 6.858044214587853e-06 6.755060524191572e-06 6.762261273900993e-06 6.564424647072e-06 6.673577144177181e-06 6.612038886439772e-06 6.671169141123551e-06 6.581778884713067e-06 6.5967324750170474e-06 6.4494930859385515e-06 6.532130812811066e-06 6.692588668135009e-06 6.503234580690388e-06 6.61954018657392e-06 6.913798329413424e-06 6.8603870580338405e-06 6.73399849511124e-06 6.8808202333289955e-06 6.880405914181466e-06 6.919054662081293e-06 7.085473928950487e-06 7.061225765982302e-06 7.036124313822283e-06 7.256754342012988e-06 7.163142768644715e-06 6.921753983219656e-06 7.370339833985051e-06 7.3896069033837175e-06 7.3316461339668625e-06 7.429008946604773e-06 7.806920265672627e-06 7.7157278362923e-06 7.405765944170875e-06 7.617779477106639e-06 7.5735843096243195e-06 7.676597855214468e-06 7.426614809757445e-06 7.484537946438673e-06 7.618609752663316e-06 7.467939150081456e-06 7.580013904145306e-06 7.656809360185437e-06 7.330281069809273e-06 7.56946132832825e-06 7.64137461556642e-06 7.662651413249916e-06 7.568061957617985e-06 7.456237762600576e-06 7.551202327337641e-06 7.57635131570972e-06 7.390283770456961e-06 7.291315665551974e-06 7.237276138743501e-06 7.3019913645039e-06 7.302814862858595e-06 7.322816347512133e-06 7.147523019800657e-06 7.3906003246515444e-06 7.337778380251042e-06 7.525398863642903e-06 7.546595854838641e-06
6.829159644851974e-06 6.942599456541043e-06 6.975677549762914e-06 6.8831340122229614e-06 6.857853415570715e-06 6.938909277835393e-06 6.990778881978823e-06 6.868379553208002e-06 6.925288271006627e-06 6.967140531988178e-06 6.84337615129846e-06 6.847391796654361e-06 6.700196294984224e-06 6.825419932222103e-06 6.736403658871074e-06 6.800879890924597e-06 6.72384898139566e-06 6.748487398071451e-06 6.588133865827803e-06 6.637341982685538e-06 6.767276124232258e-06 6.631825600917129e-06 6.709918129352595e-06 6.953541120217908e-06 6.900124842155737e-06 6.796881959788324e-06 6.9230778635065415e-06 6.913005090862948e-06 6.976481020440407e-06 7.1464808996696096e-06 7.142951006946144e-06 7.092500586292414e-06 7.329666815885479e-06 7.211553115346055e-06 6.946892304718768e-06 7.452031216281361e-06 7.414923124559535e-06 7.354708974066419e-06 7.4821361455805725e-06 7.89566526742329e-06 7.869418632985464e-06 7.509812632782248e-06 7.769821141856767e-06 7.772596690222173e-06 7.871004386171662e-06 7.593891676428969e-06 7.590834721488111e-06 7.73800058894177e-06 7.637023661223295e-06 7.740071497082757e-06 7.821164958802833e-06 7.454222381474137e-06 7.634446963050362e-06 7.788271770324328e-06 7.849275893850365e-06 7.708658824276977e-06 7.567365599278828e-06 7.629393841491153e-06 7.747686023632401e-06 7.5154703834827886e-06 7.425131876828392e-06 7.398551385254223e-06 7.4987794563800435e-06 7.476761142558177e-06 7.5027396144943565e-06 7.2755995636773024e-06 7.529159928309506e-06 7.528137144281344e-06 7.702185929486481e-06 7.797384881291016e-06
6.872418159002605e-06 6.966494118284755e-06 7.032602042407047e-06 6.964202712926522e-06 6.904696117818759e-06 7.005829026811374e-06 7.102984551271865e-06 6.9616788509047e-06 7.030465182302211e-06 7.089998527340534e-06 6.976426722483577e-06 6.944661847289849e-06 6.890536413172472e-06 7.001720887826564e-06 6.87804264110316e-06 6.963711024100057e-06 6.917719225742704e-06 6.947499963052876e-06 6.781647960807538e-06 6.766473820647671e-06 6.86528161918765e-06 6.792679493152349e-06 6.828560076571956e-06 7.0079584263849776e-06 6.951673689479092e-06 6.881334723589409e-06 6.971930715463377e-06 6.974890910425143e-06 7.047739088308793e-06 7.196164315467123e-06 7.2072959156733955e-06 7.155447101297998e-06 7.384413899406851e-06 7.246657166973704e-06 7.004208767851113e-06 7.5036215065110915e-06 7.424449902081492e-06 7.360251385200176e-06 7.511334951913951e-06 7.950884351864893e-06 7.976463194463592e-06 7.624527209005968e-06 7.899764119725163e-06 7.97891851938892e-06 8.067205894873253e-06 7.789520071756849e-06 7.69953645658987e-06 7.85450172833964e-06 7.798994651065286e-06 7.884690058655815e-06 7.977820869939786e-06 7.616812141433479e-06 7.713596620108796e-06 7.930115201947091e-06 8.015675746955452e-06 7.8436839626207e-06 7.704176061809997e-06 7.741382459745448e-06 7.94216877375127e-06 7.67854887669069e-06 7.627786625419681e-06 7.646044785892449e-06 7.721653825966617e-06 7.709822963197833e-06 7.741787159400657e-06 7.464117827601323e-06 7.704853819309275e-06 7.740551401940767e-06 7.911055108291771e-06 8.022105905722923e-06
6.890648051526359e-06 6.952284463233712e-06 7.053315515702088e-06 7.014148731826015e-06 6.942288749221539e-06 7.0568154271245326e-06 7.1961428894851e-06 7.0791994779573256e-06 7.148829966837142e-06 7.226290558774296e-06 7.159535322256621e-06 7.0849437636702e-06 7.110797543952254e-06 7.206808373949116e-06 7.058606941203607e-06 7.169722700852467e-06 7.161470934334543e-06 7.173900141114052e-06 7.010026759965697e-06 6.928012753971983e-06 6.983125226401631e-06 6.973044798258872e-06 6.971808325063345e-06 7.0851851802719395e-06 7.041219239597898e-06 7.004148456956007e-06 7.03086828101091e-06 7.079570620197037e-06 7.1311283754185236e-06 7.2472444251372654e-06 7.267212784966811e-06 7.214392377042846e-06 7.414044157321874e-06 7.272882915459901e-06 7.09676662815773e-06 7.5276970103955855e-06 7.435720033201802e-06 7.362241431690137e-06 7.5356165581031614e-06 7.978743115512319e-06 8.020444637729487e-06 7.750800598823758e-06 7.9959663110156e-06 8.168362518854844e-06 8.250485025032242e-06 7.987740061124978e-06 7.802657350534678e-06 7.957281630413821e-06 7.939848591479974e-06 8.014894515469564e-06 8.122288307882713e-06 7.80257968161787e-06 7.811412898334276e-06 8.065808381895064e-06 8.175325951711718e-06 7.982787742343097e-06 7.8825342023568e-06 7.921437965657622e-06 8.156811105022681e-06 7.892467547317058e-06 7.888230837148266e-06 7.955713733871354e-06 7.97532151765395e-06 7.979830986264005e-06 8.021553525741234e-06 7.723458684480692e-06 7.909144854239223e-06 7.970710624539803e-06 8.13007666507309e-06 8.21287750873813e-06
6.8882223479326055e-06 6.9266660620700285e-06 7.0368676806164485e-06 7.037452199522711e-06 6.987507631780859e-06 7.111159348748904e-06 7.26992273122142e-06 7.2087404070038e-06 7.2662544407662735e-06 7.3637509920213315e-06 7.354056568668267e-06 7.268771476282066e-06 7.324811091642017e-06 7.4340364042289e-06 7.296959108559746e-06 7.406215481527295e-06 7.430014311170748e-06 7.399228113203274e-06 7.235353829025439e-06 7.113498295739856e-06 7.127032389353333e-06 7.160140700413839e-06 7.132771069002629e-06 7.191340029263937e-06 7.173784834773253e-06 7.169566511104643e-06 7.1056692804688945e-06 7.217606360888909e-06 7.227653017543414e-06 7.302387449067325e-06 7.332224835237948e-06 7.266253317118398e-06 7.424992104084561e-06 7.304524024675376e-06 7.213016029214332e-06 7.538885930733084e-06 7.466474544177533e-06 7.378643878047563e-06 7.570529093023802e-06 8.002068545097599e-06 8.017641634876181e-06 7.879956190744661e-06 8.07081885646455e-06 8.315581782730372e-06 8.404851483492485e-06 8.163523060255046e-06 7.8941546385143e-06 8.03941738988946e-06 8.063453106408761e-06 8.133975130729288e-06 8.260531214797838e-06 7.999688017778327e-06 7.935623459522169e-06 8.200219744716287e-06 8.350648115354563e-06 8.138149633247096e-06 8.108307580319009e-06 8.188853873226882e-06 8.390308443277886e-06 8.157030418258568e-06 8.189284126581738e-06 8.287482975299515e-06 8.272770271469444e-06 8.263825618271053e-06 8.324791489465435e-06 8.040465523995228e-06 8.132784658072439e-06 8.21760364192459e-06 8.34993643312141e-06 8.395937748064293e-06
