1163 1168 1173 1178 1183 1188 1193 1198 1203 1208 1213 1218 1223 1228 1233 1238 1243 1248 1253 1258 1263 1268 1273 1278 1283 1288 1293 1298 1303 1323 1328 1333 1338 1343 1348 1353 1358 1363 1368 1373 1378 1383 1388 1393 1398 1403 1408 1413 1418 1423 1428 1433 1438 1443 1448
4.671557669051708e-06 4.788812422010645e-06 4.943328342043535e-06 4.979646398457423e-06 5.039760046466594e-06 4.907796243563592e-06 5.156295575257177e-06 5.144871956132755e-06 5.2335345159711215e-06 5.243980001177367e-06 5.167743770718506e-06 5.24786764427337e-06 5.339703387197801e-06 5.339634587551059e-06 5.299097621037517e-06 5.369152209712524e-06 5.2544847874518584e-06 5.413494721274294e-06 5.275608661581941e-06 5.369482032818229e-06 5.3668997468013965e-06 5.4868391484918134e-06 5.325226763069322e-06 5.431523826384093e-06 5.500139483945923e-06 5.480502481097483e-06 5.649440721786054e-06 5.596343824987007e-06 5.562293300292703e-06 5.768238566613474e-06 5.588683975179267e-06 5.674096481702048e-06 5.80064500943245e-06 5.770263616159282e-06 5.936168164740739e-06 5.846192584050879e-06 6.026260035024049e-06 5.832520687236939e-06 5.737334668171612e-06 5.8326069925837715e-06 5.8078449911034125e-06 5.9038869951655685e-06 6.046952344170693e-06 5.805923472149952e-06 5.826254157672521e-06 6.070590004790086e-06 5.822686414240417e-06 5.831526131917597e-06 5.922885416857371e-06 5.7229067548511635e-06 5.85323217761646e-06 5.844520583121346e-06 6.023585075138931e-06 5.969192984987694e-06 5.738270202421732e-06
4.7309930006979044e-06 4.879454354962322e-06 5.00602623006791e-06 5.029196991553573e-06 5.109311612659693e-06 4.974340689928657e-06 5.192912856587838e-06 5.188488196611297e-06 5.301620935685405e-06 5.301688449259711e-06 5.273915837516992e-06 5.346651035705687e-06 5.449548546303111e-06 5.438288785294643e-06 5.373964172744671e-06 5.416384465143043e-06 5.356094768711394e-06 5.385681560504197e-06 5.359729155295229e-06 5.477859715959903e-06 5.461726668758885e-06 5.586136012593241e-06 5.4553762081277e-06 5.48529770966798e-06 5.5378585226498e-06 5.4937899896149805e-06 5.63225956456656e-06 5.652276292670026e-06 5.633697703283323e-06 5.752451114370892e-06 5.651334244579259e-06 5.732187355100243e-06 5.820742372777994e-06 5.8257472559397364e-06 5.967647978888283e-06 5.880896083298652e-06 6.0563252137938035e-06 5.936660770457457e-06 5.832553380665339e-06 5.945290943315468e-06 5.945922915791119e-06 6.047933121412274e-06 6.1697558129086275e-06 5.947072136354332e-06 6.002167987656183e-06 6.246595523945026e-06 5.9832973388112156e-06 5.913858581560696e-06 6.028308155922303e-06 5.819741272087946e-06 5.981201060660832e-06 5.90097890471297e-06 6.126126076040436e-06 6.025219558798972e-06 5.86927186617387e-06
4.800045989606686e-06 4.955561411099602e-06 5.059798293192567e-06 5.056906313423961e-06 5.1674608798485205e-06 5.0506053621490026e-06 5.242820839700431e-06 5.242118781804005e-06 5.359225234690287e-06 5.35643589512022e-06 5.345131835309358e-06 5.425315414127599e-06 5.5334567170948635e-06 5.5172738748301046e-06 5.4188612349394134e-06 5.4563009859733936e-06 5.451238954965308e-06 5.371157775008847e-06 5.471283066341019e-06 5.574034047057022e-06 5.55759638945998e-06 5.691837761559714e-06 5.565431648951661e-06 5.538090578601223e-06 5.5794605413104965e-06 5.514530955995684e-06 5.62937981429768e-06 5.707718951828525e-06 5.6860654435150195e-06 5.7514769262853996e-06 5.722659659388961e-06 5.784774329103637e-06 5.8388511533049635e-06 5.857607044499156e-06 5.973471031562163e-06 5.907201495149537e-06 6.070617671627531e-06 6.033707135028042e-06 5.899677832204711e-06 6.035346440706704e-06 6.068980195412098e-06 6.150699440797802e-06 6.26229493502255e-06 6.0967155823917404e-06 6.144132557429173e-06 6.3587586475729666e-06 6.092972107571805e-06 5.983630333099414e-06 6.132002414894369e-06 5.927431870659366e-06 6.085614638723276e-06 5.982398215418638e-06 6.228857613205099e-06 6.100338392201528e-06 5.992505539040428e-06
4.888708777322668e-06 5.032641179023431e-06 5.119657129334747e-06 5.093202983033819e-06 5.227397494715373e-06 5.14625786433085e-06 5.316762450474991e-06 5.31532252787305e-06 5.4206352843182344e-06 5.408766891715984e-06 5.40234957986896e-06 5.498852186981859e-06 5.6106806949551635e-06 5.5817904367043554e-06 5.472161907763561e-06 5.5093444685044436e-06 5.5643068038031164e-06 5.396955330579039e-06 5.601537450618454e-06 5.670999269425976e-06 5.652993826603747e-06 5.797440290014325e-06 5.66908767137048e-06 5.6028656112650655e-06 5.637582035933312e-06 5.563325158023355e-06 5.6643938663458104e-06 5.778289367730163e-06 5.749045472127822e-06 5.781140189111773e-06 5.8134293183903746e-06 5.850267655052134e-06 5.862288820840892e-06 5.891291217806126e-06 5.984730025379499e-06 5.960397896042662e-06 6.105785014403308e-06 6.1452789777272436e-06 5.970917440217729e-06 6.119347192554735e-06 6.197157694601691e-06 6.240172446143374e-06 6.3442806495328345e-06 6.267007643597949e-06 6.293101529765826e-06 6.445859233436309e-06 6.192715765234028e-06 6.073048982430829e-06 6.245128088704052e-06 6.070106155206517e-06 6.2084179061403916e-06 6.10966493321412e-06 6.358428654369562e-06 6.211120847587288e-06 6.128678233366577e-06
4.9930762871271555e-06 5.112388173737073e-06 5.192460209547579e-06 5.1552264950217275e-06 5.287887638177349e-06 5.24985480196204e-06 5.397348786435097e-06 5.3934076520746415e-06 5.472530415762516e-06 5.45228151336763e-06 5.445387708069291e-06 5.5516119882369534e-06 5.664785311194084e-06 5.613021045849686e-06 5.539022816948808e-06 5.566981863017559e-06 5.68731495016318e-06 5.474732097975798e-06 5.7182204482433934e-06 5.755396358668645e-06 5.72676774643399e-06 5.877608438346398e-06 5.760652037919424e-06 5.674455472047799e-06 5.712594594449531e-06 5.651178130438614e-06 5.741934059245858e-06 5.867225164533513e-06 5.8178113447706e-06 5.847667106726913e-06 5.9105095815664096e-06 5.932584307538706e-06 5.890287588931334e-06 5.939604925115607e-06 6.015634304694643e-06 6.044358338205915e-06 6.167657197348236e-06 6.248338385769358e-06 6.048946536110414e-06 6.184901862146559e-06 6.307377291424162e-06 6.307766442222515e-06 6.397555142912372e-06 6.424860308405385e-06 6.431705912283133e-06 6.4974681945707245e-06 6.285171033877121e-06 6.184104496141241e-06 6.3498112021711315e-06 6.232892963163401e-06 6.344262271606021e-06 6.258848098838696e-06 6.493467115719763e-06 6.342172812961903e-06 6.274794085252909e-06
5.11569180837445e-06 5.2047953699537194e-06 5.292670511322141e-06 5.256376045845442e-06 5.359996247791579e-06 5.353156588628065e-06 5.466028193697765e-06 5.465144136150603e-06 5.5130929716947904e-06 5.4941441807486876e-06 5.481688605951069e-06 5.589316486245978e-06 5.697506300735817e-06 5.6234797054093905e-06 5.61494412032515e-06 5.624249714217904e-06 5.8140972175768145e-06 5.582056271687848e-06 5.805741681443928e-06 5.831279773074934e-06 5.784187708914358e-06 5.930387084214733e-06 5.854910562300322e-06 5.754883057859081e-06 5.807217017039764e-06 5.774587161375738e-06 5.846255043032246e-06 5.9755643626476856e-06 5.89176169935275e-06 5.946526498991863e-06 6.003588030966726e-06 6.030472321340904e-06 5.9365406939753575e-06 6.018689802184642e-06 6.077132618145109e-06 6.152029643230808e-06 6.253734497765563e-06 6.3386631492922425e-06 6.133355822019677e-06 6.235579314896143e-06 6.39594641922861e-06 6.362719585052546e-06 6.427674536755197e-06 6.5527197715860864e-06 6.556109944558389e-06 6.537024015217773e-06 6.383883406457965e-06 6.3174083123369865e-06 6.441530811199457e-06 6.398303665381576e-06 6.4842053639715025e-06 6.396008383158732e-06 6.607676356170729e-06 6.478419740517386e-06 6.4395912858919526e-06
5.256785190535948e-06 5.312114294066739e-06 5.415877548415369e-06 5.385787726602332e-06 5.4471400691633345e-06 5.452984188475773e-06 5.5213146453540755e-06 5.528767232386361e-06 5.5483765361444595e-06 5.542258847543361e-06 5.515920004496969e-06 5.630081039203235e-06 5.725933809943637e-06 5.636619695974974e-06 5.6803360930937666e-06 5.673622705594797e-06 5.9309331181370545e-06 5.675939793727013e-06 5.861450016676476e-06 5.899843247786044e-06 5.839939323731711e-06 5.9678131168573375e-06 5.955794403263112e-06 5.844643734635857e-06 5.918320035280041e-06 5.91731492040058e-06 5.953712957717267e-06 6.091442195524798e-06 5.967973281272646e-06 6.071446995420298e-06 6.087968143125045e-06 6.132450446397173e-06 6.02194376646103e-06 6.130418284468185e-06 6.172055934282695e-06 6.2737439738878615e-06 6.3486450917057045e-06 6.424385344880559e-06 6.2146891093335685e-06 6.284703569422512e-06 6.471495890900024e-06 6.401754672277419e-06 6.446660086079438e-06 6.633450179704081e-06 6.656515302187784e-06 6.58488078813897e-06 6.489822162099625e-06 6.461463398357212e-06 6.520025729809794e-06 6.547682335025414e-06 6.602841443065402e-06 6.4983062153816446e-06 6.686368003492314e-06 6.618842247218465e-06 6.6194472328345976e-06
5.407592074227453e-06 5.4272971358603026e-06 5.5381501286163e-06 5.5165334584003405e-06 5.54211975773764e-06 5.553725572567904e-06 5.585569514445463e-06 5.5950572346968655e-06 5.596291044670451e-06 5.60344599871368e-06 5.561782020937409e-06 5.691310151913986e-06 5.774707897560242e-06 5.6707142743780635e-06 5.721907608512484e-06 5.710015179077529e-06 6.018800831776994e-06 5.731258135521593e-06 5.897044318278028e-06 5.964069983629254e-06 5.906499020870159e-06 6.004848347980974e-06 6.0550018517494985e-06 5.939957017717114e-06 6.03328718405732e-06 6.057614998562755e-06 6.050582424038848e-06 6.199001608816254e-06 6.042963774086487e-06 6.219749188500482e-06 6.175447127760405e-06 6.235150583197038e-06 6.1593042876966935e-06 6.2693481289429225e-06 6.294681051872232e-06 6.405105354334742e-06 6.436970702395018e-06 6.505305090875784e-06 6.2982763112880755e-06 6.351118534327531e-06 6.5441073691696705e-06 6.419986142204219e-06 6.4626084653221955e-06 6.660652093246788e-06 6.720755208726734e-06 6.643168745671062e-06 6.592971152290445e-06 6.59743109558963e-06 6.592811856063747e-06 6.67198192479015e-06 6.68288602031812e-06 6.566883881559739e-06 6.751492410915948e-06 6.770549327443724e-06 6.805920986427452e-06
5.5519474583085116e-06 5.538668375611222e-06 5.636138625540496e-06 5.625965402158801e-06 5.635664631711882e-06 5.660070764295992e-06 5.679832439515082e-06 5.677338013498372e-06 5.677493312606586e-06 5.679448534785542e-06 5.629310620854614e-06 5.768819493795664e-06 5.849710666184182e-06 5.730130362160509e-06 5.744149281574804e-06 5.737063439261178e-06 6.062439953603664e-06 5.761115078457365e-06 5.931640564655118e-06 6.027713791704567e-06 5.986517886150889e-06 6.044232832888221e-06 6.137475852733583e-06 6.037606999627213e-06 6.133161739014204e-06 6.179880151569536e-06 6.137891068286243e-06 6.290384441816019e-06 6.115516234106789e-06 6.390392572018908e-06 6.287659467476144e-06 6.35469811511004e-06 6.343879967158037e-06 6.424378303988471e-06 6.423811479500902e-06 6.5404225968476355e-06 6.513110903227139e-06 6.5686261831020835e-06 6.399170697571186e-06 6.444443823434807e-06 6.6136198624280285e-06 6.425770667451613e-06 6.474329334124154e-06 6.650423214567953e-06 6.74083134748558e-06 6.697479947439225e-06 6.6693346544987495e-06 6.7039962952952176e-06 6.669413266262344e-06 6.776816198089528e-06 6.729361610594393e-06 6.617627596256423e-06 6.845184747800389e-06 6.934467184838575e-06 6.989085685634327e-06
