1163 1168 1173 1178 1183 1188 1193 1198 1203 1208 1213 1218 1223 1228 1233 1238 1243 1248 1253 1258 1263 1268 1273 1278 1283 1288 1293 1298 1303 1323 1328 1333 1338 1343 1348 1353 1358 1363 1368 1373 1378 1383 1388 1393 1398 1403 1408 1413 1418 1423 1428 1433 1438 1443 1448
4.613743295903364e-06 4.658121531732838e-06 4.719465086931272e-06 4.933709730221978e-06 5.084428823705868e-06 5.068239269915317e-06 5.0571140471328995e-06 5.106148504708738e-06 5.226787986241439e-06 5.2714120745481095e-06 5.335066425307218e-06 5.369567194430481e-06 5.381160253510462e-06 5.462217186888842e-06 5.369240975477952e-06 5.465602223041858e-06 5.29372963640019e-06 5.359933028173611e-06 5.390516530443148e-06 5.373077994892488e-06 5.385022994854932e-06 5.360280912927369e-06 5.276274423963098e-06 5.368901743727246e-06 5.381167414552423e-06 5.263115765565724e-06 5.574950631113961e-06 5.431648899592848e-06 5.442263648826745e-06 5.659384598417261e-06 5.5348642212048455e-06 5.80427539071579e-06 5.953971672506396e-06 5.778694308212228e-06 6.1221900107592104e-06 6.014982522624704e-06 5.937058247903987e-06 5.932925725204666e-06 5.878800688757159e-06 5.873851791945098e-06 6.046874494605448e-06 5.891904313498481e-06 5.928856356073469e-06 5.72406681253874e-06 5.876972695588395e-06 5.945080826897449e-06 5.941627328787491e-06 5.784492477779633e-06 5.7751640249643895e-06 5.772474026025361e-06 5.907472118276699e-06 5.825577565239257e-06 6.02362434314455e-06 5.6343428705735746e-06 5.666161041393726e-06
4.6717157755582555e-06 4.65490913161004e-06 4.742281735364577e-06 4.921950519190027e-06 5.0516718487440445e-06 5.0643437271299195e-06 5.053987551063917e-06 5.097385564394571e-06 5.2460819533048596e-06 5.2561795111617355e-06 5.395172500415087e-06 5.432613242573894e-06 5.4439824206885845e-06 5.537850745316318e-06 5.4828222286321864e-06 5.5394999507961475e-06 5.434054737618709e-06 5.453345850586877e-06 5.5350808086275595e-06 5.483328041999008e-06 5.505126709395524e-06 5.46261095309344e-06 5.370219846696663e-06 5.464409384943903e-06 5.445091637778158e-06 5.328903811875093e-06 5.581990345126807e-06 5.442779492852471e-06 5.44641904327373e-06 5.629013274102949e-06 5.5537556641043386e-06 5.745586844025881e-06 5.991290321100786e-06 5.848363686293908e-06 6.096421399937569e-06 6.053860608355638e-06 6.060388253566014e-06 6.048800090784143e-06 5.9617935373842895e-06 5.9971684293143006e-06 6.169244046711199e-06 6.03327828472049e-06 6.034564763037794e-06 5.906661411437692e-06 6.065837133256e-06 6.148490958900215e-06 6.0994792706137255e-06 5.907120628642622e-06 5.921272679884201e-06 5.8971912165551805e-06 6.0641279931394524e-06 5.935182677749453e-06 6.154799925875108e-06 5.7275336540522375e-06 5.799546941499882e-06
4.73931000640556e-06 4.6816015622050715e-06 4.802773343622989e-06 4.929025631861106e-06 5.030386180918064e-06 5.081906023227749e-06 5.046078835296671e-06 5.1160752026590175e-06 5.261889080962416e-06 5.266751456602393e-06 5.436451070526286e-06 5.47785670351885e-06 5.492548013329323e-06 5.607600646713762e-06 5.579042601566667e-06 5.605893433819082e-06 5.538398519544524e-06 5.542649491505001e-06 5.631526625988587e-06 5.594997968892279e-06 5.592092803508407e-06 5.545246145190838e-06 5.4708709904841424e-06 5.540943866953747e-06 5.530685459893648e-06 5.418435434678818e-06 5.597647418261505e-06 5.464025041470335e-06 5.473682343579147e-06 5.62846514389583e-06 5.620028397346812e-06 5.737667345753877e-06 6.042955821620842e-06 5.900202984785718e-06 6.057473792994501e-06 6.071968707627464e-06 6.134716718775463e-06 6.094230753765261e-06 6.025725391065518e-06 6.099230954663755e-06 6.263752660073782e-06 6.1555915800431855e-06 6.167457067776283e-06 6.0957310360173306e-06 6.2233331109445995e-06 6.298048107975134e-06 6.227037778876345e-06 6.0181382666233025e-06 6.01255392603443e-06 6.013188064311741e-06 6.186127885913586e-06 6.030420751173695e-06 6.246549399277424e-06 5.841300567096279e-06 5.957692863044068e-06
4.8268614576440235e-06 4.7417034402757995e-06 4.892259285803693e-06 4.966582314754061e-06 5.0276355412875186e-06 5.1145575944759e-06 5.0420610321259145e-06 5.156105344163341e-06 5.289315507600632e-06 5.292213715926513e-06 5.481528328197786e-06 5.51273125484964e-06 5.545070393376574e-06 5.668801851485656e-06 5.675773791998817e-06 5.682336334442849e-06 5.639558239607004e-06 5.631025518273234e-06 5.71981249464129e-06 5.718172216883593e-06 5.674354539293669e-06 5.634924913022185e-06 5.593028629423206e-06 5.613311601768229e-06 5.630347970958764e-06 5.5343985817826395e-06 5.630042611910566e-06 5.5069943549660415e-06 5.515310827319226e-06 5.66229027893894e-06 5.7248435923332596e-06 5.771301470828469e-06 6.108990613405611e-06 5.9437375456818815e-06 6.026062981132687e-06 6.098001043081765e-06 6.2040339027392715e-06 6.121289329666753e-06 6.100168557251876e-06 6.192870325339543e-06 6.356709868653539e-06 6.293464758549528e-06 6.341377694324041e-06 6.300561821036164e-06 6.402093195973273e-06 6.42927691239469e-06 6.3562194325540125e-06 6.137628198780282e-06 6.101177590059068e-06 6.150309187203405e-06 6.329263912914927e-06 6.148894244813302e-06 6.327687845729647e-06 5.986116425164951e-06 6.139499916466668e-06
4.933768401156962e-06 4.8360959926708925e-06 5.002525820290841e-06 5.035611283878001e-06 5.055323333681167e-06 5.1663161097888205e-06 5.062377529163271e-06 5.224741595365835e-06 5.33034497453636e-06 5.325174103387444e-06 5.526176159569919e-06 5.531450181003053e-06 5.583769358591958e-06 5.691746270025643e-06 5.756288006739931e-06 5.745543416245203e-06 5.72545356084368e-06 5.6973905416049435e-06 5.798708450709548e-06 5.838700608396979e-06 5.748641388544536e-06 5.729205854633018e-06 5.717882217975218e-06 5.673783787592127e-06 5.73065520312918e-06 5.663920392310035e-06 5.677279630524254e-06 5.580640835557533e-06 5.5768530100334726e-06 5.736749688051915e-06 5.844735950375864e-06 5.840044256464488e-06 6.170839465173097e-06 5.9871332762533525e-06 6.0202148989195e-06 6.142924000904992e-06 6.272205267252514e-06 6.147489639053205e-06 6.1849075532589766e-06 6.264692267650748e-06 6.427122323041058e-06 6.418364204598785e-06 6.5146514881998336e-06 6.481067429778901e-06 6.579460552524787e-06 6.52424034250664e-06 6.46702623452841e-06 6.252587113247829e-06 6.188629550181069e-06 6.286561536568147e-06 6.485933646085349e-06 6.2762681861893855e-06 6.401327266401376e-06 6.1460229486555475e-06 6.316306743202587e-06
5.062223280769806e-06 4.953686023540614e-06 5.1319166093445285e-06 5.135567447095736e-06 5.1142539381765554e-06 5.250526350985502e-06 5.12032233491525e-06 5.319244505098252e-06 5.381491240104066e-06 5.367353140095539e-06 5.564873371674244e-06 5.54080161542367e-06 5.5968372302472244e-06 5.676919347690392e-06 5.8142273927718296e-06 5.781346664328993e-06 5.797042114303619e-06 5.747969005407728e-06 5.880660051385813e-06 5.952679610423309e-06 5.823938718402472e-06 5.83065349010009e-06 5.829237835753352e-06 5.7284466581333955e-06 5.833596477362674e-06 5.7973707444471685e-06 5.742964596172723e-06 5.692208057364995e-06 5.669167990102258e-06 5.841873093683573e-06 5.965388213869173e-06 5.931704559849108e-06 6.22277888414983e-06 6.047988954595983e-06 6.0500363748228244e-06 6.206928602744874e-06 6.353500286455819e-06 6.2022011825972895e-06 6.285688350612933e-06 6.326833050141502e-06 6.475490662013435e-06 6.514033551345262e-06 6.640590112327322e-06 6.618017376521491e-06 6.7396664232992244e-06 6.595435567154133e-06 6.556044332434517e-06 6.368332388877079e-06 6.288345313160879e-06 6.413207652304942e-06 6.63911260690168e-06 6.399438284470016e-06 6.488981968037719e-06 6.3129154401792434e-06 6.482684431493343e-06
5.211963066690717e-06 5.088376081023851e-06 5.280475238941053e-06 5.26695077740316e-06 5.2047411050152905e-06 5.372480996851881e-06 5.211890528671011e-06 5.4243439412137716e-06 5.439186033555166e-06 5.418829976203153e-06 5.588736123474728e-06 5.53956389314592e-06 5.586407762674498e-06 5.643745894147796e-06 5.843778332654668e-06 5.791582450593053e-06 5.849106569064242e-06 5.7927846045057866e-06 5.9622331797344365e-06 6.044957151410923e-06 5.895175144208166e-06 5.928512580237201e-06 5.912427936403048e-06 5.786815736382809e-06 5.944915193033663e-06 5.930754230984444e-06 5.837157869753966e-06 5.8464852482708436e-06 5.7977604162926e-06 5.967517804133399e-06 6.09317407853372e-06 6.042509380690617e-06 6.2751530749394225e-06 6.133395299299672e-06 6.118380345613716e-06 6.271704645611553e-06 6.4493633403578494e-06 6.289930076496163e-06 6.398696942333749e-06 6.391717469664012e-06 6.508736112719283e-06 6.566502184108507e-06 6.690198221811788e-06 6.7007213062012305e-06 6.858535305197614e-06 6.6519344459001336e-06 6.631359180116543e-06 6.484368271220903e-06 6.410086232638865e-06 6.5308808398168185e-06 6.756630056986104e-06 6.509220109230242e-06 6.598202310243908e-06 6.480655738602321e-06 6.653197354470918e-06
5.382569857132797e-06 5.2445981249246425e-06 5.444955596426329e-06 5.421355259134896e-06 5.329784844901821e-06 5.517016110760261e-06 5.3241071885659694e-06 5.5244159863176375e-06 5.505502382248526e-06 5.467984417651972e-06 5.595866638678057e-06 5.521945915898374e-06 5.568665581560714e-06 5.60954613758532e-06 5.841494789626921e-06 5.791722258232841e-06 5.8750380368469e-06 5.8335560897477656e-06 6.027027737723051e-06 6.101985862186953e-06 5.955305391429058e-06 6.011891096183616e-06 5.969572171768922e-06 5.8658802655040286e-06 6.070981858152665e-06 6.0697805719023245e-06 5.968436535136859e-06 6.034357866768092e-06 5.960690054751091e-06 6.1109256556246205e-06 6.245780205293832e-06 6.171820139970887e-06 6.344691989285402e-06 6.247855503524131e-06 6.224075364132747e-06 6.326984467212604e-06 6.550837390864999e-06 6.396184713849308e-06 6.507137058699778e-06 6.459105441248315e-06 6.532636116396991e-06 6.574434002955044e-06 6.669293516282447e-06 6.731785111923744e-06 6.9243604350018794e-06 6.692898529469672e-06 6.7005802231068835e-06 6.587903898144705e-06 6.556834065957781e-06 6.6383074540524565e-06 6.81901445150173e-06 6.606222898115943e-06 6.716599879820164e-06 6.644731013963854e-06 6.8455762892037275e-06
5.567834614025467e-06 5.429140929180898e-06 5.61591208711315e-06 5.585328856938176e-06 5.48559195496909e-06 5.664279498332845e-06 5.448318447349911e-06 5.614684493362865e-06 5.581242081731045e-06 5.508306557760858e-06 5.594287036717719e-06 5.498194317654712e-06 5.561415126635741e-06 5.57945721029827e-06 5.807426145604699e-06 5.79380935417394e-06 5.875684928279498e-06 5.868750359302517e-06 6.0603560399167225e-06 6.129397395842753e-06 6.008928311206779e-06 6.077677361817547e-06 6.0226671977620225e-06 5.976958546831872e-06 6.216131839813685e-06 6.217344721256785e-06 6.1330814189708555e-06 6.231023178658587e-06 6.1518116281362185e-06 6.279442466790292e-06 6.438074049306052e-06 6.329996652368316e-06 6.442132479379954e-06 6.393338437962803e-06 6.35927094095732e-06 6.37974381696724e-06 6.642108574402434e-06 6.504039399186132e-06 6.5928604457096675e-06 6.519519460613073e-06 6.5454477024778296e-06 6.5541938368901045e-06 6.607072091931154e-06 6.723316508339466e-06 6.9401430287064615e-06 6.709164783220422e-06 6.752701414317392e-06 6.663841687934949e-06 6.708045806461908e-06 6.721677803125504e-06 6.835182194368467e-06 6.6964321335859955e-06 6.831884211954146e-06 6.802245403676548e-06 7.0556963978537105e-06
